nome	ncm	pai
couve-flor e brócolos, frescos ou refrigerados	07.04.10	07.04
couve-de-bruxelas, fresca ou refrigerada	07.04.20	07.04
couves, repolhos e produtos comestíveis semelhantes do gênero brassica, frescos ou refrigerados	07.04.90	07.04
alfaces repolhudas, frescas ou refrigeradas	07.05.11	07.05
outras alfaces frescas ou refrigeradas	07.05.19	07.05
chicórias (witloof), frescas ou refrigeradas	07.05.21	07.05
outras chicórias, frescas ou refrigeradas	07.05.29	07.05
cenouras e nabos, frescos ou refrigerados	07.06.10	07.06
beterrabas, rabanetes e outras raízes, frescas ou refrigeradas	07.06.90	07.06
pepinos e pepininhos cornichons, frescos ou refrigerados	07.07.00	07.07
ervilhas (pisum sativum), frescas ou refrigeradas, com ou sem vagem	07.08.10	07.08
feijões (vigna spp. , phaseolus spp. ) frescos ou refrigerados, com ou sem vagem	07.08.20	07.08
outros legumes de vagem, frescas ou refrigeradas, com ou sem vagem	07.08.90	07.08
alcachofras frescas ou refrigeradas	07.09.10	07.09
aspargos frescos ou refrigerados	07.09.20	07.09
berinjelas, frescas ou refrigeradas	07.09.30	07.09
aipo fresco ou refrigerado, exceto aipo-rábano	07.09.40	07.09
cogumelos do gênero agaricus, frescos ou refrigerados	07.09.51	07.09
trufas frescas ou refrigeradas	07.09.52	07.09
outros cogumelos e trufas, frescos ou refrigerados	07.09.59	07.09
pimentões e pimentas dos gêneros capsicum ou pimenta, frescos ou refrigerados	07.09.60	07.09
espinafres, espinafres-da-nova zelândia e espinafres gigantes, frescos ou refrigerados	07.09.70	07.09
outros produtos hortícolas, frescos ou refrigerados	07.09.90	07.09
alcachofras, frescas ou refrigeradas	07.09.91	07.09
azeitonas, frescas ou refrigeradas	07.09.92	07.09
abóboras, abobrinhas e cabaças, frescas ou refrigerada	07.09.93	07.09
outros produtos hortícolas, frescos ou refrigerados	07.09.99	07.09
batatas congeladas, não cozidas ou cozidas em água ou vapor	07.10.10	07.10
ervilhas congeladas, com ou sem vagem, não cozidas ou cozidas em água ou vapor	07.10.21	07.10
feijões congelados, com ou sem vagem, não cozidos ou cozidos em água ou vapor	07.10.22	07.10
outras legumes de vagem congeladas, com ou sem vagem, não cozidas ou cozidas em água ou vapor	07.10.29	07.10
espinafres, espinafres-da-nova zelândia e espinafres gigantes, congelados, não cozidos ou cozidos em água ou vapor	07.10.30	07.10
milho doce congelado, não cozido ou cozido em água ou vapor	07.10.40	07.10
outros produtos hortícolas congelados, não cozidos ou cozidos em água ou vapor	07.10.80	07.10
misturas de produtos hortícolas congelados, não cozidos ou cozidos em água ou vapor	07.10.90	07.10
cebolas conservadas em água salgada, sulfurada, etc.	07.11.10	07.11
azeitonas conservadas transitoriamente, mas impróprias para alimentação neste estado	07.11.20	07.11
alcaparras conservadas	07.11.30	07.11
pepinos e pepininhos conservados transitoriamente, mas impróprios para alimentação neste estado	07.11.40	07.11
cogumelos do gênero agaricus conservados transitoriamente, mas impróprios para alimentação nesse estado	07.11.51	07.11
outros cogumelos e trufas conservados transitoriamente, mas impróprios para alimentação nesse estado	07.11.59	07.11
outros produtos e misturas hortícolas conservadas transitoriamente, mas impróprios para alimentação neste estado	07.11.90	07.11
cebolas secas, inclusive em pedaços ou fatias, trituradas ou em pó, sem qualquer outro preparo	07.12.20	07.12
cogumelos e trufas, secos, inclusive pedaços, etc, sem qualquer outra preparação	07.12.30	07.12
cogumelos do gênero agaricus, secos, mesmo cortados em pedaços, triturados ou em pó, mas sem qualquer outro preparo	07.12.31	07.12
orelhas-de-judas secas, mesmo cortadas em pedaços, trituradas ou em pó, mas sem qualquer outro preparo	07.12.32	07.12
tremelas secas, mesmo cortadas em pedaços, trituradas ou em pó, mas sem qualquer outro preparo	07.12.33	07.12
outros cogumelos e trufas, secos, mesmo cortados em pedaços, triturados ou em pó, mas sem qualquer outro preparo	07.12.39	07.12
outros produtos e misturas hortícolas, secos, inclusive em pedaços ou fatias, trituradas ou em pó, sem qualquer outro preparo	07.12.90	07.12
ervilhas (pisum sativum), secas, em grão, mesmo peladas ou partidas	07.13.10	07.13
grão-de-bico, seco, em grão, mesmo pelado ou partido	07.13.20	07.13
feijões das espécies vigna mungo (l. ) hepper ou vigna radiata (l. ) wilczek, secos, em grão, mesmo pelados ou partidos	07.13.31	07.13
feijão adzuki (phaseolus ou vigna angularis), seco, em grão, mesmo pelado ou partido	07.13.32	07.13
feijão comum, seco, em grão, mesmo pelado ou partido	07.13.33	07.13
feijão-bambara (vigna subterranea ou voandzeia subterranea)	07.13.34	07.13
feijão-fradinho (vigna unguiculata)	07.13.35	07.13
outros feijões (vigna spp. ou phaseolus spp. ), secos, em grão, mesmo pelados ou partidos	07.13.39	07.13
lentilhas secas, em grãos, mesmo peladas ou partidas	07.13.40	07.13
favas e fava forrageira, secas, em grãos, mesmo peladas ou partidas	07.13.50	07.13
feijão-guando (cajanus cajan)	07.13.60	07.13
outros legumes de vagem, secos, em grãos, mesmo pelados ou partidos	07.13.90	07.13
raízes de mandioca cassava, frescas ou secas, mesmo cortadas em pedaços ou em pellets	07.14.10	07.14
batatas-doces, frescas ou secas, mesmo cortadas em pedaços ou em pellets	07.14.20	07.14
inhames (dioscorea spp. )	07.14.30	07.14
taros (colocasia spp. )	07.14.40	07.14
mangaritos (xanthosomo spp. )	07.14.50	07.14
outras raízes ou tubérculos com elevado teor de fécula ou de inulina, frescos ou secos, mesmo em pedaços ou em pellets; medula de sagueiro	07.14.90	07.14
cocos secos, mesmo sem casca ou ralados	08.01.11	08.01
cocos na casca interna (endocarpo)	08.01.12	08.01
cocos frescos, mesmo sem casca ou pelados	08.01.19	08.01
castanha-do-pará, fresca ou seca, com casca	08.01.21	08.01
castanha-do-pará, fresca ou seca, sem casca	08.01.22	08.01
castanha de caju, fresca ou seca, com casca	08.01.31	08.01
castanha de caju, fresca ou seca, sem casca	08.01.32	08.01
amêndoas frescas ou secas, com casca	08.02.11	08.02
amêndoas frescas ou secas, sem casca	08.02.12	08.02
avelãs (corylus spp. ) frescas ou secas, com casca	08.02.21	08.02
avelãs (corylus spp. ) frescas ou secas, sem casca	08.02.22	08.02
nozes frescas ou secas, com casca	08.02.31	08.02
nozes frescas ou secas, sem casca	08.02.32	08.02
castanhas (castanea spp. ) frescas ou secas, mesmo sem casca ou peladas	08.02.40	08.02
castanhas (castaneas spp. ) com casca, frescas ou secas	08.02.41	08.02
castanhas (castaneas spp. ), sem casca, frescas ou secas	08.02.42	08.02
pistácios frescos ou secos, mesmo sem casca ou pelados	08.02.50	08.02
pistácios, com casca, frescos ou secos	08.02.51	08.02
pistácios, sem casca, frescos ou secos	08.02.52	08.02
nozes de macadâmia, frescas ou secas, mesmo sem casca ou peladas	08.02.60	08.02
nozes de macadâmia, com casca, frescas ou secas	08.02.61	08.02
nozes de macadâmia, sem casca, frescas ou secas	08.02.62	08.02
nozes de cola (cola spp. ), frescas ou secas	08.02.70	08.02
nozes de areca (nozes de betele), frescas ou secas	08.02.80	08.02
outras frutas de casca rija, frescas ou secas, mesmo sem casca ou peladas	08.02.90	08.02
bananas frescas ou secas	08.03.00	08.03
bananas-da-terra, frescas ou secas	08.03.10	08.03
bananas frescas ou secas, exceto bananas-da-terra	08.03.90	08.03
tâmaras frescas ou secas	08.04.10	08.04
figos frescos ou secos	08.04.20	08.04
abacaxis frescos ou secos	08.04.30	08.04
abacates frescos ou secos	08.04.40	08.04
goiabas, mangas e mangostões, frescos ou secos	08.04.50	08.04
laranjas frescas ou secas	08.05.10	08.05
tangerinas, mandarinas, satsumas; clementinas, wilkings e outros cítricos híbridos e semelhantes, frescos ou secos	08.05.20	08.05
mandarinas (incluindo as tangerinas e as satsumas)	08.05.21	08.05
clementinas	08.05.22	08.05
outros citros híbridos	08.05.29	08.05
limões e limas, frescos ou secos	08.05.30	08.05
pomelos (grapefruit), frescos ou secos	08.05.40	08.05
limões e limas, frescos ou secos	08.05.50	08.05
outros cítricos frescos ou secos	08.05.90	08.05
uvas frescas	08.06.10	08.06
uvas secas	08.06.20	08.06
melancias frescas	08.07.11	08.07
melões frescos	08.07.19	08.07
mamões (papaias) frescos	08.07.20	08.07
maçãs frescas	08.08.10	08.08
pêras e marmelos frescos	08.08.20	08.08
pêras, frescas	08.08.30	08.08
marmelos, frescos	08.08.40	08.08
damascos frescos	08.09.10	08.09
cerejas frescas	08.09.20	08.09
cerejas-ácidas (prunus cerasus), frescas	08.09.21	08.09
outras cerejas, frescas	08.09.29	08.09
pêssegos, incluídos os brugnons e as nectarinas, frescos	08.09.30	08.09
ameixas e abrunhos, frescos	08.09.40	08.09
morangos frescos	08.10.10	08.10
framboesas, amoras e amoras-framboesas, frescas	08.10.20	08.10
"groselhas frescas, inclusive o ""cassis"""	08.10.30	08.10
airelas, mirtilos e outras frutas do gênero vaccinium, frescos	08.10.40	08.10
quivis (kiwis), frescos	08.10.50	08.10
duriões frescos	08.10.60	08.10
caquis (diospiros), frescos	08.10.70	08.10
outras frutas frescas	08.10.90	08.10
morangos congelados, não cozidos ou cozidos em água ou vapor, mesmo adicionados de açúcar ou de outros edulcorantes	08.11.10	08.11
framboesas, amoras, groselhas, congeladas, não cozidas ou cozidas em água ou vapor, mesmo adicionadas de açúcar ou de outros edulcorantes	08.11.20	08.11
outras frutas congeladas, não cozidas ou cozidas em água ou vapor, mesmo adicionadas de açúcar ou de outros edulcorantes	08.11.90	08.11
cerejas conservadas transitoriamente, mas impróprias para alimentação neste estado	08.12.10	08.12
morangos conservados em água salgada, sulfurada, etc.	08.12.20	08.12
outras frutas conservadas transitoriamente, mas impróprias para alimentação neste estado	08.12.90	08.12
damascos secos	08.13.10	08.13
ameixas secas	08.13.20	08.13
maçãs secas	08.13.30	08.13
pêras e outras frutas secas	08.13.40	08.13
misturas de frutas secas ou de frutas de casca rija	08.13.50	08.13
cascas de cítricos, de melões ou de melancias, frescas, secas, congeladas ou conservadas temporariamente	08.14.00	08.14
café não torrado, não descafeinado	09.01.11	09.01
café não torrado, descafeinado	09.01.12	09.01
café torrado, não descafeinado	09.01.21	09.01
café torrado, descafeinado	09.01.22	09.01
cascas, películas de café e sucedâneos do café	09.01.90	09.01
chá verde (não fermentado), em embalagens imediatas <= 3 kg	09.02.10	09.02
chá verde (não fermentado), apresentado em qualquer outra forma	09.02.20	09.02
chá preto (fermentado ou parcialmente fermentado), em embalagens imediatas <= 3 kg	09.02.30	09.02
chá preto (fermentado ou parcialmente fermentado) apresentado em qualquer outra forma	09.02.40	09.02
mate	09.03.00	09.03
pimenta (do gênero piper), seca, não triturada nem em pó	09.04.11	09.04
pimenta (do gênero piper), triturada ou em pó	09.04.12	09.04
pimentões e pimentas, dos gêneros capsicum ou pimenta, secos ou triturados ou em pó	09.04.20	09.04
pimentões e pimentas, secos, não triturados nem em pó	09.04.21	09.04
pimentões e pimentas, triturados ou em pó	09.04.22	09.04
baunilha	09.05.00	09.05
baunilha, não triturada nem em pó	09.05.10	09.05
baunilha, triturada ou em pó	09.05.20	09.05
canela e flores de caneleira, não trituradas nem em pó	09.06.10	09.06
canela (cinnamomum zeylanicum blume), não triturada nem em pó	09.06.11	09.06
outras canelas e flores de caneleira, não trituradas nem em pó	09.06.19	09.06
canela e flores de caneleira, trituradas ou em pó	09.06.20	09.06
cravo-da-índia (frutos, flores e pedúnculos)	09.07.00	09.07
cravo-da-índia (frutos, flores e pedúnculo) não triturados nem em pó	09.07.10	09.07
cravo-da-índia (frutos, flores e pedúnculo), triturado ou em pó	09.07.20	09.07
noz-moscada	09.08.10	09.08
noz-moscada, não triturada nem em pó	09.08.11	09.08
noz-moscada, triturada ou em pó	09.08.12	09.08
macis	09.08.20	09.08
macis, não triturado nem em pó	09.08.21	09.08
macis, triturado ou em pó	09.08.22	09.08
amomos e cardamomos	09.08.30	09.08
amomos e cardamomos, não triturado nem em pó	09.08.31	09.08
amomos e cardamomos, triturados ou em pó	09.08.32	09.08
sementes de anis (anis verde) ou de badiana	09.09.10	09.09
sementes de coentro	09.09.20	09.09
sementes de coentro, não trituradas nem em pó	09.09.21	09.09
sementes de coentro, trituradas ou em pó	09.09.22	09.09
sementes de cominho	09.09.30	09.09
sementes de cominho, não trituradas nem em pó	09.09.31	09.09
sementes de cominho, trituradas ou em pó	09.09.32	09.09
sementes de alcaravia	09.09.40	09.09
sementes de funcho e bagas de zimbro	09.09.50	09.09
sementes de anis, badiana, funcho ou alcaravia; bagas de zimbro: não triturado nem em pó	09.09.61	09.09
sementes de anis, badiana, funcho ou alcaravia; bagas de zimbro: triturado ou em pó	09.09.62	09.09
gengibre	09.10.10	09.10
gengibre, não triturado nem em pó	09.10.11	09.10
gengibre, triturado ou em pó	09.10.12	09.10
açafrão	09.10.20	09.10
açafrão-da-terra (curcuma)	09.10.30	09.10
tomilho e louro	09.10.40	09.10
caril	09.10.50	09.10
misturas de especiarias	09.10.91	09.10
outras especiarias	09.10.99	09.10
trigo duro	10.01.10	10.01
trigo duro, para semeadura	10.01.11	10.01
trigo duro, exceto para semeadura	10.01.19	10.01
trigo (exceto trigo duro) e mistura de trigo com centeio	10.01.90	10.01
outros  trigos e misturas de trigo com centeio, para semeadura	10.01.91	10.01
outros  trigos e misturas de trigo com centeio, exceto para semeadura	10.01.99	10.01
centeio	10.02.00	10.02
centeio, para semeadura	10.02.10	10.02
centeio, exceto para semeadura	10.02.90	10.02
cevada	10.03.00	10.03
cevada, para semeadura	10.03.10	10.03
cevada, exceto para semeadura	10.03.90	10.03
aveia	10.04.00	10.04
aveia, para semeadura	10.04.10	10.04
aveia, exceto para semeadura	10.04.90	10.04
milho para semeadura	10.05.10	10.05
milho, exceto para semeadura	10.05.90	10.05
arroz (paddy) com casca	10.06.10	10.06
arroz (cargo ou castanho), descascado	10.06.20	10.06
arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaceado)	10.06.30	10.06
arroz quebrado (trinca de arroz)	10.06.40	10.06
sorgo em grão	10.07.00	10.07
sorgo de grão, para semeadura	10.07.10	10.07
sorgo de grão, exceto para semeadura	10.07.90	10.07
trigo mourisco	10.08.10	10.08
painço	10.08.20	10.08
painço, para semeadura	10.08.21	10.08
painço, exceto para semeadura	10.08.29	10.08
alpiste	10.08.30	10.08
milhã (digitaria spp. )	10.08.40	10.08
quinoa (chenopodium quinoa)	10.08.50	10.08
triticale	10.08.60	10.08
outros cereais	10.08.90	10.08
farinhas de trigo ou de mistura de trigo com centeio	11.01.00	11.01
farinha de centeio	11.02.10	11.02
farinha de milho	11.02.20	11.02
farinha de arroz	11.02.30	11.02
farinha de outros cereais	11.02.90	11.02
grumos e sêmolas, de trigo	11.03.11	11.03
grumos e sêmolas, de aveia	11.03.12	11.03
grumos e sêmolas, de milho	11.03.13	11.03
grumos e sêmolas, de arroz	11.03.14	11.03
grumos e sêmolas, de outros cereais	11.03.19	11.03
pellets de cereais	11.03.20	11.03
pellets de trigo	11.03.21	11.03
pellets de outros cereais	11.03.29	11.03
grãos de cevada, esmagados ou em flocos	11.04.11	11.04
grãos de aveia, esmagados ou em flocos	11.04.12	11.04
grãos de outros cereais, esmagados ou em flocos	11.04.19	11.04
grãos de cevada, descascados, em pérolas, cortados, etc.	11.04.21	11.04
grãos de aveia trabalhados (descascados, em pérolas, cortados ou partidos)	11.04.22	11.04
grãos de milho trabalhados (descascados, em pérolas, cortados ou partidos)	11.04.23	11.04
grãos de outros cereais trabalhados (descascados, em pérolas, cortados ou partidos)	11.04.29	11.04
germes de cereais, inteiros, esmagados, em flocos ou moídos	11.04.30	11.04
